gln.DE.entrez
8405
11235
112724
50640
8896
84525
566
56936
122769
114041
7010
29058
2528
219595
5494
692110
23001
85446
147947
122509
7392
2040
5189
4299
116224
54467
9540
389903
1756
337972
84327
64131
100130086
220382
346007
22874
338917
100313841
78992
219770
4496
50856
375248
91662
1198
80864
442898
441058
55760
84261
26468
30000
10798
64062
11176
100506736
146556
728689
8648
23331
199731
1933
5160
5889
6477
352954
266977
3768
4938
80161
65009
3301
51207
284618
3817
642446
63827
353
55521
388381
219437
9824
23306
6187
729609
1075
64768
1910
51065
1201
8527
100129716
54768
10605
86
509
390063
3166
6233
5932
55502
11250
5208
54932
51399
6999
7528
403274
6146
3200
5573
142678
51255
2054
55168
401149
165829
399473
79957
10873
7091
80215
4839
116039
26012
58528
440508
139735
282679
375056
574442
55314
117156
9104
3183
58488
6157
51313
8665
7356
3985
3889
83478
152015
57136
2825
84186
80013
54432
27296
81689
23316
3661
925
27334
677811
130827
5429
5770
51123
54887
23648
5064
93594
138046
137362
3359
7643
1173
79989
3933
5279
23063
84196
3178
81309
11103
441502
23023
375133
51188
285419
7142
57211
51616
158427
3267
114327
400932
25945
5701
81793
140258
2558
11345
1730
10001
126520
3795
64135
145978
440021
55740
92736
5241
2903
125997
54663
389289
10046
6691
71
121274
30813
6693
1123
503582
4133
7297
909
55905
378884
10445
220992
171024
161742
6342
116
91181
80305
5972
468
53947
1592
55054
171425
10000
256302
1827
6134
51109
115704
2030
9525
6657
100133161
6144
196740
10025
1889
127540
6161
10204
11136
6536
6904
403278
8347
27250
83540
253639
5034
92400
346157
388327
7020
126549
100126333
1000
9498
6191
2774
150483
93589
100113391
80333
50940
1879
80343
23547
401237
60559
5174
10273
146862
388228
2585
11212
57228
64146
57126
54556
8446
284802
389827
140885
8660
55726
286122
221074
54505
8563
284418
10327
4062
2982
100302178
387712
55256
9342
100131257
339123
162655
220107
1861
6189
211
54443
6331
442459
343702
168448
794
1183
197259
6280
23157
284367
196415
4927
2246
8694
5333
55092
26470
153571
146771
285527
221409
115817
7412
151449
1659
101752399
393046
128240
6231
10776
84153
100126323
146542
3149
786
136647
266743
6949
83867
115207
388394
6253
79819
64577
64960
5737
30812
8761
8729
170062
11238
51185
4678
79866
79827
100128881
728558
1967
56344
5873
79590
9559
9258
8398
27344
401232
348378
253827
59336
22929
5511
64769
6756
768239
90379
5935
8742
285855
57461
100302168
203245
161198
494337
7803
100126297
55966
79692
23178
114823
10855
27091
3897
6520
54499
4817
643224
7754
84289
1956
55901
10658
56944
1804
4012
389015
729059
57509
84063
55731
9500
51374
124801
2182
1262
84133
8745
91120
101
9139
115827
84134
117532
7596
3631
51105
79065
192668
25936
375444
85319
6755
55671
55898
60482
401994
56676
53905
6642
4009
388199
79095
5906
7786
5908
23362
80183
10076
8692
22865
81502
57159
391196
6942
205860
2157
1915
6542
59352
79102
79018
83546
10413
55763
84366
26267
200765
30849
3211
377047
27351
79730
125972
5704
2264
51429
57462
10198
24149
54504
178
136259
285989
358
913
51126
9481
5091
50863
285852
6442
360132
158046
2167
27189
645188
8838
4684
199974
403253
2800
7481
767577
29968
54664
727957
118424
153657
399687
5311
6339
340390
346007
6129
5229
4145
10994
11224
2324
5540
379013
220002
113220
8671
57709
407022
9553
9389
341
6820
644809
63916
100507460
8995
51111
26220
140456
8543
143188
693199
48
79691
317781
23787
23770
10501
1453
80772
23765
963
6309
26800
11259
115761
26986
8500
388946
51715
3651
9924
80736
6222
4629
51338
115111
161497
80760
27122
117581
27291
220930
947
728294
23479
4818
6091
26272
54769
150622
3770
23155
1573
205147
10438
5378
57060
8877
166614
1842
27019
6530
100507670
163404
57509
23072
2280
93974
200420
84148
2559
4035
9801
23012
1975
7283
6096
83729
56923
84295
29102
1912
23589
3600
374666
148014
6548
400804
8717
9592
399694
728066
11231
442899
8751
225
84140
23412
55605
6840
100129842
4988
30832
727764
114800
3033
100302149
51066
9962
442903
643418
84311
92170
389383
55275
2171
8480
7253
1656
51389
1825
2906
32
1371
284083
7164
80023
8665
2859
84247
1406
10919
285605
10882
56938
57717
90187
203102
6498
6154
132014
54900
79573
27068
5097
5001
26780
441089
649133
54908
338376
100131205
1576
57573
26795
65012
50484
1911
255082
10399
22979
57553
2695
27109
9635
6608
6599
10811
331
246181
9538
339398
6129
10531
220429
151246
3691
8643
5723
22873
90529
55527
5585
26256
6529
55888
100192386
7368
10158
56133
8685
100129520
54886
27293
51199
3654
6183
55615
56981
1995
84959
29092
7078
7404
10124
1836
26824
340198
100124539
222894
51260
51491
27044
100130015
643803
80267
4718
285955
284076
343990
10238
113263
23481
63897
659
148022
139411
10961
6566
2668
338094
3875
127534
5371
