gln.DE.entrez
440097
92935
81794
84417
10317
166979
23295
83595
91752
100130581
150726
163786
150709
126669
7993
51557
51170
22893
29942
10776
10276
860
29105
7873
119749
389874
10242
56941
27037
221981
84304
3775
80143
118433
55017
10777
84456
63939
100505702
80824
100170765
55109
9567
9867
79800
65982
6210
574042
91298
5260
93058
1281
493
57587
54072
51142
1869
643837
5081
3932
139105
285368
145482
11124
163590
9956
2297
55145
9407
1936
11331
203522
26060
5319
25794
6604
414318
26092
3772
9787
206358
8622
645323
25994
27098
51759
114793
116071
23460
219487
57165
200316
392390
8328
83478
81932
54221
441425
389827
4286
140706
5729
6672
402665
53343
219432
23164
132
390882
23566
575
114907
8492
64795
56913
147741
92
54661
641516
441168
388341
9625
22862
84216
6637
6328
1418
7516
6835
54059
147664
8439
8662
55152
90799
121364
27065
131870
8452
9364
27152
23351
9416
10724
10737
54798
360023
8379
4018
399473
100130311
23066
4842
5663
84315
10916
10223
8943
5555
50838
60682
56262
1027
286189
64778
147923
642696
100129307
388125
8455
7035
51455
1271
50836
1310
148
54522
100302166
3960
1823
26121
283638
90379
54737
10460
9244
1580
8870
50614
2098
1535
2290
389834
4728
51547
304
4947
9650
9053
4731
54439
26263
51805
8641
266722
10249
26781
64112
171482
54487
9517
4481
8522
22795
285194
404785
644943
720
285696
10542
10471
2787
284677
84203
442132
24149
93627
55660
400961
100133286
87
10542
56905
285097
100289274
84458
54780
56105
1368
27086
55589
5929
4635
7168
145508
406905
4134
80243
25924
1278
91875
10098
6517
51433
6356
83787
222236
2890
196968
170463
399949
440356
26027
9985
118461
84068
138639
131566
23108
7705
7416
150000
51248
83985
220074
9340
6210
170487
123745
90167
441046
340706
26074
23499
51108
1118
83989
5934
128954
10905
644974
339263
693120
51596
55363
114821
6473
4595
10602
5965
317701
7544
51555
9781
5349
3977
643201
2261
25836
116113
1956
83480
49
2998
4063
55743
6208
6187
23313
831
83642
692157
8787
79919
100073347
60680
100302202
6928
7866
572
9522
389549
29957
151188
84298
9440
140576
54752
81573
55500
7323
6529
252952
54940
9830
152573
3727
2358
150365
8528
11162
84541
64421
8450
9937
4018
1958
9793
2936
340156
3853
137814
5099
6209
56888
171022
196528
516
3954
51422
10477
26765
1538
65977
79626
7169
65265
6942
23236
375061
3854
3782
128308
222234
6519
3199
729770
144321
8815
11105
9655
1510
121551
51663
8174
79679
6799
910
338
119016
441234
10735
23555
344807
349196
84996
10726
442918
1475
54210
649159
541473
124997
10984
83482
151525
6125
54058
442028
23457
677809
84658
51024
100313774
23630
54768
26286
5858
9213
8500
64400
81542
283303
677
57685
8567
57479
349152
140849
158471
441951
7442
114907
827
284729
83593
79675
6876
145165
5924
6733
83857
162517
7110
55033
4490
441212
163081
51050
8985
81602
25861
4257
124872
11132
133688
57449
92610
80230
8562
10043
497049
8874
285016
176
10562
3303
9782
83795
64853
388507
91445
3685
80243
6129
1646
10846
140873
23530
5293
100033439
3182
10107
10087
114876
79813
5138
60676
7317
1446
6347
2532
3852
83661
208
30813
3357
5379
645591
22916
440307
169834
1638
55066
120824
80350
5433
124975
27335
126669
124512
340390
79609
27340
10061
26137
2697
5585
151254
9826
51726
1727
5122
558
5664
283491
260341
693123
3112
8537
79100
100187716
1981
1832
653404
728819
51559
403253
284252
81624
3092
10867
442421
89797
274
340260
10963
84316
401014
3137
127247
10225
284835
9603
8993
144817
7473
9689
9820
344758
83538
5133
8320
8048
25970
171425
84294
6130
3460
84649
3577
79864
6490
63943
10282
283579
