aln.DE.entrez
5494
50640
8405
6599
84525
30000
7528
1580
2528
22874
112724
5701
122509
100129716
122769
375248
566
23547
114041
1201
65009
509
338917
85446
3166
389903
440508
4496
57136
7010
1173
6280
11235
442899
51065
138639
147947
55502
24149
56936
440021
10605
81689
389827
5189
219595
30813
358
400932
29058
146556
63827
8896
9498
285989
9583
100130992
84327
388381
10445
11136
144165
23331
1183
158046
8527
139735
8543
340198
128240
401149
10198
50856
55521
3183
55740
375133
29968
2040
124801
6309
121274
92170
286122
442898
84261
4839
5981
10002
10963
11176
79857
10776
9317
389015
9509
79095
25945
1915
8320
284365
6146
9540
54443
6157
4947
23155
3301
6191
8563
5889
8648
767577
116039
54502
137362
643837
401397
6477
79866
150726
3359
27065
337972
10737
728689
26267
220382
5160
171425
138046
57159
1756
9175
5034
100130086
100313841
5873
1948
6519
1836
5208
9992
388394
84100
7142
2318
692110
131566
9830
3768
5378
1910
378884
80031
574442
3033
163786
27086
728294
57526
677811
8665
56961
441250
199731
346007
54768
284618
6342
142678
80230
79609
728066
7392
125997
126549
256302
3661
285527
2030
1510
266977
6129
9802
3340
5174
23507
3933
400931
786
51255
5663
54887
92736
4817
1584
9342
266743
78992
2494
9031
284996
152573
10798
23412
9525
165829
283970
9824
100133286
57709
114327
170062
80864
27334
51313
80215
64062
23542
9053
100507460
55314
22979
10076
22795
100130311
590
51207
27091
6949
2559
57213
11238
23394
80013
27094
10994
4807
145978
5934
29034
54932
768211
91300
9747
117156
10204
6310
283491
167153
29086
11309
55200
1933
7177
5379
10025
8626
51185
10159
100126297
909
146542
51188
23001
10227
4629
55615
2558
1936
51105
83661
3749
197259
7356
91875
5888
3782
7020
643246
2280
7292
285605
203522
8356
51399
997
22824
2324
55275
55092
146862
3600
84775
8418
84196
331
57558
64769
1212
375444
643669
152015
1738
9389
1638
26256
54848
55322
64131
149428
126520
27018
200942
1376
4257
9867
83857
9592
56923
692233
1659
53905
729609
23530
389289
115817
5279
89797
100126323
342574
2787
26060
11345
7412
11250
91662
84247
139411
51184
1185
693120
5091
8995
10873
100008589
644714
91120
84460
442421
8943
1118
388327
6548
101
8220
150483
4477
51132
3985
257415
9826
1368
3267
9166
9688
441502
64577
1473
348378
27044
79612
1592
29954
10223
51109
26470
4810
4927
23306
1497
4012
211
4145
84944
26054
339263
497049
51715
401994
8528
3889
3476
93974
63939
219983
55759
10317
84456
390063
222236
150353
2859
925
25
153571
84307
1371
23284
4294
353
7078
80343
54663
3817
83943
23172
55812
445
64064
340784
468
403278
54769
23630
338094
57461
84311
407022
1573
6799
81309
10273
5029
253832
386746
121006
8480
79590
65989
26012
115111
5319
6129
8398
100113391
51123
10877
4772
1730
54467
3000
643432
4133
5371
472
1825
64112
90379
168448
56262
79989
51024
834
4172
84289
27335
343702
6835
10880
9793
100131205
6756
178
50839
10327
54504
284018
54439
5383
192683
60559
132204
932
55751
10868
83758
23351
5908
53947
220107
221409
5064
50810
8663
9522
1523
26468
2547
4899
100302178
83867
80183
2695
5320
196740
6999
59352
8985
86
29088
246181
23368
93589
66035
100130855
3275
8745
26212
3746
8455
1956
494326
6129
10299
64135
80333
91893
2524
285696
64853
8694
5286
6520
114794
100132341
346606
54587
1889
1804
157697
100506736
90592
53343
10735
79679
442132
26027
5343
393046
200316
64109
254427
3178
84636
285194
2904
9354
219432
391196
220930
4855
79971
64146
340527
57610
6194
58488
23767
55760
57146
4678
81794
2585
203259
9956
4888
647012
1827
3269
283284
133584
253639
154754
352954
22979
768217
113220
284802
129025
196074
5001
23157
11100
9985
1832
92979
51313
55066
65012
150000
56913
282808
7481
131870
546
4809
84231
441151
6566
55146
51006
4684
1234
442918
123264
10124
90187
641455
130827
63916
84948
4905
100126333
6442
50514
6050
90835
2098
117581
25987
440068
407013
729533
84063
619571
9265
3355
7516
27250
3985
280658
51567
401237
5819
11153
5704
91181
9063
947
256076
646214
659
60490
3050
81624
64897
6187
442459
401093
197021
64714
338674
10857
10536
4645
1869
6942
10861
7164
1005
48
55149
91749
55660
146223
79870
10399
200420
9126
51236
10081
10666
50838
285419
79819
266
50937
79166
55676
348235
55731
55234
51537
168537
440672
493
57799
414318
168507
90141
54432
441932
51429
1075
390882
10010
8622
4744
284395
8622
29881
7016
9491
8048
54505
30812
7091
5911
84133
79800
9002
25793
284161
219770
2016
27197
644943
4731
6253
53340
56136
84733
401232
57509
89832
147664
1915
9749
55037
100113382
64960
8787
1857
5018
100289410
11212
253827
1958
8972
284083
6691
51082
10919
114879
644809
10811
51506
64901
51199
1198
161497
54933
2037
9364
7283
222826
148103
1123
27087
80161
84899
8784
5523
94009
7109
51066
51338
79827
8870
145645
84545
2177
100506136
60680
642446
138151
54360
27344
10146
196740
1479
8625
1364
60482
23072
9801
115330
151313
51522
26797
389206
3373
388507
653240
4009
768222
4477
23619
7873
29121
388815
80760
10242
8939
10219
2534
5906
3790
54831
