aln.DE.entrez
79758
135114
132241
284677
9937
340419
199777
6904
91544
100131439
9057
7253
5310
5738
10482
284076
9886
79820
503582
96610
440225
94161
158471
3460
375056
23217
2562
9314
81035
9416
140885
9781
80350
571
57211
6233
150763
399473
284365
9659
26953
55664
6224
9787
120824
22807
3772
6347
57451
10458
84315
124790
11033
54059
5229
146779
4914
6331
26286
387712
50484
221833
6812
100130264
53836
54768
150763
441089
6133
794
219699
51132
6547
6129
116071
23219
407036
7001
8643
23211
2572
3241
7464
1879
673
634
339398
54878
23765
10509
22927
25936
55193
22854
6697
7416
1815
2167
151011
11167
54952
340260
6542
55789
25901
94005
341
91298
92359
1615
26220
9584
3631
51057
26031
9320
100288911
147670
283652
23541
158234
100233209
7341
51326
119369
645683
783
5414
114795
7015
9045
4299
23536
282679
64319
170487
580
84875
3795
7257
140258
58528
9219
57228
113451
3017
10051
55592
93349
100302166
57018
2681
9500
10158
5511
55288
25771
56729
11222
79906
8444
32
148014
440356
5955
6136
10230
9093
387638
9559
3157
57129
494337
693233
27163
51057
219959
29789
441242
260341
114907
64768
6231
57574
150383
89887
6134
641977
26521
53343
22929
100287225
5204
1000
26092
83540
1745
349196
84675
96764
219982
51398
653075
9472
64816
728882
8692
9590
51170
30837
1447
7637
127247
7035
84134
317781
29797
55763
25926
9232
85013
145282
57822
196415
8324
27243
9590
11255
441933
9569
283638
113263
80152
6657
84141
677806
55726
55966
10309
1975
60485
158801
79159
54499
55145
220108
259173
8877
171024
9104
9026
6043
6294
100129464
284459
8331
2840
1103
728118
117289
84068
25852
304
286083
23096
90678
25864
23648
79097
93649
3151
160622
57703
4286
6489
151254
85319
126549
79102
128954
25758
100131532
80305
165545
6144
158067
56938
100126336
5770
6319
57818
6500
6853
9454
51389
7468
6233
5468
5097
51726
3897
8703
4725
5152
132851
8838
29985
641700
26795
27152
55901
23177
1235
116
83707
65125
51428
57587
7643
9787
245939
5786
693155
4528
340359
4062
23250
23429
9798
200765
10350
645323
285796
147798
83699
5771
145165
317662
23787
55244
55363
80007
57509
440097
55349
23063
55746
79888
51567
3098
55824
25932
199974
55051
90342
151449
7033
399687
79919
85443
51081
1581
6222
22865
3078
84643
26986
400322
25879
25858
51555
5737
5229
9213
7773
6047
84771
79582
126669
84766
6187
6235
404785
285368
6473
23026
150622
78995
7547
340529
23613
221074
27145
388931
80196
7432
5437
54850
6876
693199
9045
6608
51126
727764
84417
2775
83851
8609
1646
51529
831
137735
643224
283807
23023
170463
26952
119391
572558
81932
51433
9663
3175
9173
51538
51759
100507632
22953
100132967
2596
5429
4437
4710
3651
55622
388284
92344
123624
3613
9939
1285
390433
201625
54827
643803
93986
285016
26057
4791
6134
554236
1060
137814
51318
10867
139105
26047
79966
27094
2118
10905
92140
6693
10200
2800
54862
100126299
60682
56241
10626
100507607
64386
125206
55156
100506422
3785
7434
132203
285987
9785
8528
63976
4988
55299
100128881
2246
9635
7544
729786
10578
207
100170222
28982
255809
56155
6781
6904
23704
56344
64581
643387
401463
55000
79080
80314
56937
223117
22838
5007
26824
100130691
26137
23481
51101
406888
5277
90167
8926
84222
10554
1842
51574
54957
5452
390167
84692
442903
79627
7879
6578
283316
9819
379013
23352
200030
124930
6536
25798
442229
338661
51474
649133
23250
353144
3363
127534
79665
1646
83478
26780
3347
100169989
5991
9648
140564
162073
10014
71
23133
389177
58160
284131
84141
200845
166979
518
23362
10059
127
3423
133688
222484
219464
146894
1117
3013
9806
259308
677809
654321
163404
7069
54072
100129271
83953
23316
9655
100131980
10001
6611
84915
89801
151188
23530
22891
25994
29957
400804
645676
6277
55695
693139
6829
26211
3141
2495
284367
92483
65977
100507670
92304
7179
57030
79168
7850
692157
374462
346157
2651
22893
2898
5478
8698
196385
2863
79750
4809
54988
5293
7013
57143
56479
572
57717
83989
10644
23085
25861
27246
4358
28988
51121
100506085
5991
825
22944
151246
8452
10236
51742
133308
9121
646300
7917
162517
317716
100652781
732253
6769
55814
388428
2157
124872
4928
3934
284418
25949
57673
51142
340596
5017
374286
115290
10046
56995
124783
284361
9139
81611
5540
57462
27115
221806
27293
374868
79017
27004
3667
1112
79066
5983
1418
64425
121599
825
51604
10781
93611
25884
1075
7473
8434
55075
100506990
441425
9459
54205
26750
100302202
9734
10446
79092
2487
55211
55888
64927
57826
55905
100170765
80705
3859
6672
80150
3852
8361
11124
23469
27189
5965
84651
1213
79109
30813
7638
79665
724024
8674
10457
643236
152330
3590
51616
55054
8292
138883
114026
84298
440672
64949
785
1446
4237
402483
283788
9045
55975
285759
285097
285598
5516
6406
8642
326624
55344
2297
25825
23626
6833
1346
2852
347252
2729
693194
865
83861
80852
10477
79187
221264
123103
389015
6637
54904
3006
11231
6154
54587
2784
80319
151507
23566
344022
286557
10253
3691
51804
4215
1576
100130015
51263
79412
84310
150365
27109
399949
158787
9423
100216545
84290
26011
3853
51805
3842
255101
23265
125972
6128
9747
6910
55237
100133050
168544
64093
64208
345275
94239
89890
121456
314
26747
81622
26686
3770
390148
2842
10458
252952
8092
2280
23492
57497
5099
91752
4221
23743
9980
3587
8766
5468
80824
79065
140680
2035
388199
55103
3594
8852
352961
100129842
51302
54674
2005
122622
26206
57573
5154
7267
80023
158747
56651
9848
26289
79089
6094
8742
1277
2668
10984
92935
3938
55697
8850
8436
23746
8673
56108
6122
686
2935
2639
2171
388228
27177
56886
442132
7053
10608
60684
100113379
57205
79626
80243
643965
8458
641516
54103
348013
283601
23568
5723
51315
25926
3117
5591
6755
3581
2202
140456
23150
140886
3305
149499
26011
100302163
94104
83896
51316
693125
221037
8379
51298
1456
10777
7812
27175
132203
3107
79570
84103
58504
728431
6161
199990
81793
27316
441058
4493
83480
163590
55256
66008
360132
644890
4939
5663
10818
79956
283152
25836
26011
10190
63898
79018
4293
9077
9209
400617
147183
55049
392390
26716
7710
4688
83593
11259
4818
441251
51104
3607
100128028
139378
387646
55809
7754
23240
83895
54953
50863
140870
10474
63897
55168
147949
6328
55779
10087
8289
1435
219743
123745
79624
100129480
121355
10124
54221
6729
6569
83856
157773
56122
