mln.DE.entrez
8174
753
10081
54849
6519
23023
653509
283150
54769
55740
2529
199
8417
4731
580
114824
401397
400961
117283
344807
6161
3267
11255
55876
132
1455
168374
55841
1545
1234
3151
6799
10477
55197
29841
9154
100128191
339263
57512
154754
171024
23157
100507421
117177
9625
284835
57118
693139
57509
3355
827
692157
100287049
219464
2840
29957
389903
1535
84456
64960
55592
54587
7473
3897
641977
51444
149708
388428
441168
131870
24149
117289
162655
10158
2037
91544
4993
79166
23589
11164
692199
64122
2720
25
25858
10999
6342
23630
89797
23765
6154
64112
7016
3631
353133
114879
1070
55775
414318
84649
692233
100113378
6442
146279
22865
643201
58488
100113391
100506136
2280
3932
8685
5152
6047
84618
27098
1183
113220
23232
388284
23351
255082
266977
100128979
26747
53831
7637
284161
442421
100132463
80209
9715
23767
168448
283455
5579
687
92906
56155
143872
11143
441212
3850
10282
25836
9734
4145
9340
9867
163590
64900
25936
374879
125972
57018
89853
388
55692
5138
79100
22800
26267
92979
441250
7592
10867
140258
2857
6683
27094
90835
7873
4722
51529
100126296
9689
90799
192668
23066
441425
338094
55846
163486
8877
10273
10850
25812
2665
164832
7544
148103
1235
653689
138311
6554
338
5610
4012
1038
134145
650293
9848
572558
767566
10644
6708
2182
4793
407022
1627
341880
11224
196335
693199
123624
81849
100130815
4671
841
51184
92521
27183
8379
55615
389400
57228
26027
79616
6949
440307
8838
9781
83605
7356
10642
84295
613
114907
51056
55157
537
10160
84319
55655
79609
285527
27068
2931
57205
54870
59336
55905
84154
25844
79772
26268
26974
165829
26770
26092
51455
401474
8019
10776
84545
285154
285193
79888
3770
783
7253
151987
54878
57050
64062
10734
387712
9567
1523
10916
10542
3572
55660
100302220
783
151188
377007
54768
9635
100101120
6608
100130855
6175
10479
11074
84164
5379
400673
441151
1956
55256
100128881
7879
29781
25817
284613
284422
7917
22979
23070
51205
7004
51006
10961
83857
23767
197259
132014
100073347
2559
7073
4860
7442
1815
51741
26149
56923
138046
441951
56672
5029
407007
64081
2151
377047
23481
643201
84231
92283
440097
677772
6288
29078
29086
4714
7754
55605
7283
79844
84541
10155
10782
346157
644714
25974
30812
2645
468
8347
2547
1400
100129827
7390
84076
375061
90592
146177
23002
768214
358
6091
7177
51338
7596
92
6035
55968
26797
647012
166
3587
390167
56136
28514
285605
8643
494337
60482
115817
9213
84162
51616
4171
144453
5319
283638
729220
552891
201229
114836
94160
10737
126328
1956
5585
1060
9217
8343
947
26220
6144
3600
5891
5965
161742
1538
7110
158511
25940
146177
403274
3320
64064
121006
8074
54816
1446
653061
178
79819
353
100129716
7637
27340
64146
56521
5516
79056
286187
91544
116135
8943
100507607
80243
125981
284252
8626
100130992
1933
83638
6672
79682
3352
50515
280658
7078
10361
8853
341640
100049587
5926
56945
2668
1937
93654
51714
171425
83858
23658
51258
10272
4257
29781
100124539
8048
219487
10994
26057
2775
91584
57717
23164
6473
147011
84867
8439
85445
100129271
144132
11178
23362
948
271
9500
83985
4778
3685
27163
825
55222
100132272
2890
653240
55363
7804
374462
9754
828
22979
22955
79813
55212
79036
221833
53905
154075
150483
91752
343521
6210
3761
442919
10888
54458
200407
677809
100133920
1633
27123
51527
54913
100126303
284076
6209
659
10609
55270
865
56122
392360
1297
22807
55600
7704
170463
5771
53917
3785
55763
8569
23541
10076
724023
8092
644890
151556
596
149428
55066
57575
4281
3146
389396
160428
100130264
3772
79832
390148
26238
5698
7324
54537
146712
51313
692110
9517
25800
149643
27152
7903
6835
11186
5998
146754
1639
869
389015
54930
1139
9002
441502
5986
1447
5507
9317
220988
1487
26824
445582
58480
50615
123041
6194
9374
6129
127733
64285
1374
10210
30
7069
2697
6222
3892
150372
5204
1842
6122
10902
645323
5383
546
997
8409
9256
144404
9045
8492
2327
9937
100302149
1212
54541
51696
9486
200420
7965
442213
50937
87
2550
8673
1368
116093
55615
10531
649159
5567
643432
22835
54504
11103
23478
25870
79800
55589
117283
51022
3050
63939
9553
6919
55146
222234
146779
89927
8565
64403
51361
100130311
23743
8521
79094
79168
117852
57449
26049
4151
151525
729609
6433
55647
1854
4170
79807
57488
79098
3141
390174
3113
6235
50674
123264
6659
93649
796
729096
282618
