mln.DE.entrez
4839
8405
50640
56936
84525
114041
375248
84261
112724
337972
8896
1936
566
11235
122509
8665
211
5494
29058
22874
9540
346007
219595
146556
85446
162333
399473
1756
441089
6233
400932
3359
1910
50856
729609
100313841
27296
51065
1580
266977
2030
5189
3183
146862
23001
2040
7010
23547
23648
7481
51715
56676
3817
285194
5001
9924
442459
9824
203102
84636
84247
7142
84327
25945
65009
286122
4009
55901
4496
199731
1804
54443
1915
10204
378884
59352
152573
2534
53836
677811
352954
6146
147947
8543
1659
55322
6157
2585
64135
442898
338917
8648
79857
7528
50484
909
9749
145482
5511
8694
56097
26468
2558
442421
728431
9498
2528
152015
203522
27091
54887
3985
122769
6134
9830
79989
2903
55502
138639
55521
388381
5819
509
1173
285989
7392
403278
63827
100133161
86
1198
283303
2324
6657
80031
3960
51105
8446
26137
140456
51429
10648
129025
53343
27344
389015
80760
23306
84962
4678
393046
284618
5279
285498
26060
4118
5064
64131
4299
30000
786
57587
90379
389903
2290
100507460
79590
51759
11176
57461
10873
5034
79827
219770
2695
11250
115704
497049
503582
126549
6477
9801
9655
9881
83478
100302178
7468
441234
60559
8527
10001
51132
205860
80161
3301
441933
125997
10413
6284
5429
767577
11136
54932
6599
54439
6536
57136
644809
9697
26012
6331
10605
26220
60684
116039
81689
23072
100506736
23521
54499
9096
90678
51255
401149
138883
79065
54432
93589
81793
51123
5770
23331
158046
148014
151449
26800
23155
10236
4629
6755
8692
3178
346007
4133
10542
79102
51567
10242
51185
22824
100129716
100130086
51109
5701
1201
3768
5540
54467
53635
55671
9021
93974
51188
4286
349196
92170
8787
117156
219437
388327
80864
5737
6253
283316
440508
3460
100126338
9104
5208
8398
6191
22795
55966
23780
57673
79095
728689
6122
1665
340784
22944
93594
406885
10776
9559
85363
6280
6520
167153
92736
220382
222894
256302
55288
2550
5663
27086
170062
5229
3749
54502
6942
146542
158067
642006
81309
54661
100133286
643236
388228
51313
283159
10868
4710
7091
30849
83867
253639
493
4830
78992
30813
161247
440068
401994
25792
1869
284802
10882
5333
284395
5873
64768
375133
64769
84148
137362
1510
140680
55193
196740
442899
3933
3691
157697
53947
400931
126520
572
9175
7416
55206
6138
3854
1592
643853
693120
5932
55623
7020
27109
1827
1528
51433
55145
28990
11212
54505
100126323
80333
10317
100113382
331
140828
205147
150726
375056
388199
3889
5371
84720
80343
389827
121274
925
171546
9802
79187
729178
6187
50863
84310
9330
26286
23295
286557
442918
1967
2935
8622
51105
340527
51126
634
57211
203245
1278
1825
286362
1371
83943
5160
2098
84307
283152
6138
9918
6756
55888
3600
55055
80215
100506990
100151684
196415
6187
8500
10798
692227
9244
65012
54059
27247
144165
51066
2324
346288
389834
56905
114327
22986
83592
9650
23568
91662
8509
387695
116071
643837
138151
257194
124801
388714
392390
7259
100126333
83540
100170765
221409
6693
677777
401093
80824
60682
199974
123103
654780
1641
5122
10025
84153
3182
55054
1646
23555
440044
770
7164
50853
4817
645332
100033439
284418
4947
5250
166785
6507
57509
57526
57343
5972
285525
9688
26206
64847
51547
51601
1262
8742
5723
54763
27044
304
23108
79870
6542
9793
399947
83448
1027
127
8320
57573
266743
94239
10984
55130
54469
10811
10963
54738
285419
116512
57146
80317
3157
5889
58528
100131205
83861
30832
6231
8995
158471
27019
246705
25825
400870
116224
727957
29797
83758
7368
26952
64601
56344
283652
60680
8908
128954
6502
140885
286256
3175
80243
10327
3033
388507
83869
100130015
2681
55314
8648
1730
64577
6529
8563
54552
220930
8663
65998
100506747
10046
84296
51207
9258
56262
5378
83795
653162
124975
7643
913
26470
79679
387066
440905
27087
27018
5091
5704
5890
54752
150709
4215
130827
1958
5984
84196
150000
3116
57717
4988
693189
23613
29968
10855
283820
54072
285527
54768
1836
25758
151246
51135
5663
220992
283970
4294
150677
27250
147923
642446
10445
51250
143188
114815
51057
55190
441639
139735
9992
3954
1000
343702
84759
117532
2246
55676
5444
10919
337960
64901
9367
100506422
27243
64421
645683
151313
114880
55759
51195
400643
54663
6999
10602
442132
91181
161497
100132341
9500
56913
254559
142678
1075
115827
84700
247
117581
84289
6853
347468
5137
9525
49
389161
114823
84875
1117
3486
2621
64853
8745
116092
3775
10773
23316
145978
728294
65989
54827
147183
574442
51634
222236
84186
9166
57461
833
6876
26330
10877
198437
9787
1564
375444
27189
51399
79573
56971
11231
132851
81542
208
407036
23507
23598
6566
285016
9985
116
57646
7638
647024
8971
6904
101
50838
9187
11065
3755
55760
100132234
10501
91445
541473
3107
91300
57634
4927
341
1638
115111
71
406888
146771
51586
5623
4237
219432
23457
54522
54780
10175
84222
219578
440560
25794
100132967
54626
32
7001
80319
10238
1185
6136
2859
84775
64837
9584
643224
91875
346606
6094
10087
5332
4684
9191
9354
6129
23412
