blood.DE.entrez
57610
5889
158067
59352
2801
9737
23316
2098
60682
86
753
8521
8100
3166
340198
80736
6233
3985
126520
10644
1796
51429
6161
117532
1584
100506747
267
6569
1910
388228
204
6191
7756
192286
768239
80864
158809
6224
5653
643837
932
8665
9881
4855
9793
79959
6138
84310
64769
10694
285527
11180
64433
8661
5326
6877
902
27250
3932
26468
84861
729515
340198
10109
285989
5737
247
10159
3359
5585
79811
245911
8761
5373
11274
283152
389827
220429
139420
51013
65009
54956
5891
340529
5920
6773
57465
84720
54543
94160
10773
23541
23704
83867
79089
29803
146894
89890
23457
4947
9655
528
5241
6222
1073
83544
3183
6187
138311
9540
9937
140831
2130
51134
8870
440021
9498
649133
114659
129303
3476
10124
2687
10413
2005
79612
79957
2324
3033
10737
925
6160
6519
8626
54584
25791
91179
84727
161829
727936
32
375444
493
27330
2494
1933
100131211
100302178
60485
57129
6129
3854
51318
6833
6720
2549
825
83478
2935
947
1234
11163
92736
81850
26123
79710
220107
117581
6599
51449
8214
116071
4843
138151
115908
63916
79590
80013
4645
283970
50484
1958
55731
10499
339263
4012
51056
165829
51065
3141
85280
581
8220
116
1545
7323
152687
389015
6049
5064
389015
6827
148014
349114
84545
80765
58511
7412
6170
732253
10223
441250
8334
441531
9369
161357
401149
284099
122769
100302112
30000
25994
5986
1271
152573
8528
10025
79827
3746
26057
442898
147407
282679
2559
126669
337977
116039
150677
5934
87
3890
132625
9817
2589
2857
23306
257
1070
84298
4731
256302
727764
729609
135
83857
7567
9497
56676
29979
79857
8347
284367
285331
259173
10495
27091
27335
93099
338596
641455
55193
100507460
6235
220382
8694
6277
6637
23313
1004
140612
284403
23217
64342
80243
729920
2673
574508
51185
8803
201456
55023
284525
91181
283579
9372
142678
55827
23096
10606
1842
55314
219432
55600
2318
22795
57818
79685
4841
1183
4286
221833
79080
220930
26780
51574
93349
51123
643224
206412
151188
197358
11140
38
121006
785
8821
54663
100131244
10818
79095
8648
90226
85446
11060
51715
107
27243
84186
401474
657
729786
11222
6702
548645
3512
2650
84072
407000
84068
6209
79819
26058
100049587
9688
25974
170463
148
57799
4927
197335
29942
1497
10477
7070
389903
57181
23530
284161
51109
342371
6129
6616
2681
794
29992
83787
10558
22891
26815
7879
6122
24149
30813
693233
727897
26797
123041
402483
6050
27243
1155
27175
91544
114327
91603
3889
152015
6189
4705
3631
3340
25817
22839
219959
57119
53905
9175
83401
6840
3756
10457
6189
285282
83941
6678
442132
9045
344658
26147
125972
64682
414318
6529
51132
649946
3350
140885
55041
222236
100130673
440905
10051
339500
528
146909
131566
26167
55033
64960
64421
6756
399473
83795
390167
5155
146177
220081
91181
2005
442459
101752399
150244
27042
23284
3598
9354
55824
1808
22836
8520
2904
84311
22800
441425
254778
136647
100126333
7592
898
286451
26
10984
406888
100505702
8787
54768
89882
441177
374286
10002
100313829
23284
6368
57709
8795
8418
80267
91300
401237
81851
692199
6904
22874
84069
2534
64850
54556
6643
79800
6546
80128
389834
390063
85443
27109
79628
54769
54840
161497
54432
689
92092
25945
121274
1889
284365
55124
23619
3109
653162
400322
25920
10168
55689
25938
131909
284252
11136
64949
10723
399694
170954
4733
220074
9559
286557
4710
8666
84809
6209
29796
4009
10505
114795
5981
57509
375686
783
57038
6232
25812
54933
5723
7516
3902
375061
50838
8567
266977
7172
56945
252952
5081
50488
26154
23787
23012
3189
9587
9687
55297
708
390429
51399
1947
10785
5780
23434
2805
3817
337960
285955
64853
9632
692110
148103
84245
100313839
51714
9104
5309
84366
54544
26272
51205
26011
133015
178
100505975
84446
54556
221044
56923
55746
55296
11221
64663
150771
494337
29102
79366
81624
124801
83932
29896
146059
4817
51805
256979
57533
55809
84640
389289
2558
6189
4967
5540
285671
926
400804
64135
9219
96610
143279
7390
4781
57573
286083
6706
54545
2192
4477
23456
51226
117852
285696
84315
59351
3790
100128126
8908
2887
151790
151254
10299
1510
145978
284207
93594
105
6949
389690
865
3758
147183
100302163
8379
3770
123103
3549
5007
100130015
84436
338879
84222
55655
6782
9590
11176
1487
53343
7020
1192
472
692196
115704
390167
718
642929
51065
153768
6714
84289
1400
6161
116224
26772
84196
152330
100131205
53947
643432
9716
23172
55075
3458
643210
284802
5308
553
8087
399744
3352
1756
55270
5091
401261
441242
4818
26012
7594
57509
56928
81788
767567
57451
6657
4710
23367
59336
54848
84153
643669
768217
9655
133690
140831
11198
6134
92935
468
3759
11224
5371
29985
56850
8557
389161
5528
84319
100133161
1659
90871
339263
643253
4050
100313806
5232
9489
5828
340562
8139
84541
1371
9235
132158
54438
5320
26083
222183
1846
55726
7873
56135
54210
3577
399827
56938
80310
15
8100
6330
6672
399949
1665
659
5339
79065
9701
23211
26511
51374
51806
94027
100506422
10938
54205
10266
440307
113
79077
646324
93649
284996
55863
22929
101
5663
10776
56913
54976
79971
9045
6542
7167
6620
1000
79788
388394
9217
2954
260436
3984
84290
266
23331
144097
5873
170487
1717
5291
1536
767591
1646
643224
54439
30813
55858
84326
222234
4058
2524
7177
285097
25926
2260
145165
57835
84844
89876
100131390
2832
286828
100124541
284098
6847
51552
392390
26800
2707
25793
1432
5704
8995
26053
158401
9196
64852
2171
55521
26696
122481
9317
79727
6228
285966
344807
55037
115111
83479
7436
221395
11212
57232
399687
1490
79100
25897
1815
79573
389634
162333
348378
729770
2035
1487
2653
55471
2746
6821
9886
618
2587
391712
83480
51747
55695
5279
8856
64332
6015
6611
6999
441669
201292
10010
10397
84247
89932
146862
55901
3290
10877
55816
692203
3178
5605
9859
8356
54768
548644
141
5901
2526
387129
340719
100132341
4133
122664
373861
90678
5818
23199
55246
10207
133923
140706
619571
6648
387640
7057
80325
27346
29952
6611
10776
441212
1727
162655
619208
125228
3964
974
169436
200316
23276
728723
441046
54520
55222
100287225
2695
114800
149175
10926
5607
122742
163590
1967
64146
81851
5001
80231
157680
340527
64577
54507
4012
55132
401232
55631
406
51537
22924
3691
222699
344148
157285
102724631
56888
4014
285987
6253
9374
25870
284131
343071
1576
6130
140564
6619
493812
79590
138883
91057
84896
375133
8626
10916
66004
51199
1272
441608
441251
154796
57685
1431
8874
57547
135941
352954
23481
51326
284076
2568
56141
552891
407021
148022
55212
1690
1465
9218
6547
6949
473
83989
9185
27296
78990
6005
63979
23765
5992
1854
2902
57461
58160
132321
2543
81542
57505
80178
3824
57159
9108
4723
23607
29946
10873
9830
59338
56849
5151
10888
6157
4734
55205
8972
27130
339398
114131
81603
54826
27430
146779
375790
406901
94239
1417
202243
51135
7481
84688
6608
923
6582
6234
3557
51608
158046
25885
5947
8844
6340
58533
9093
119395
684
402135
216
84893
23764
27351
9905
104
401014
51351
11095
5001
729121
10999
463
3113
6235
280658
10293
646019
30812
140680
341640
6334
79674
390078
10081
26509
25939
79673
90850
100271835
60482
1607
440435
91445
8361
80352
2864
55094
3769
100287704
79056
595135
5355
55421
9581
4940
26470
29925
8755
6579
2651
22938
150622
7993
338094
468
3433
6975
25994
91752
126549
6207
78990
284274
1374
8087
693123
400941
3821
7369
54442
2625
9819
1511
27334
2885
10350
4736
5612
26986
158248
168448
8648
79696
135138
390327
55502
203859
375743
100128993
22824
10471
284274
387856
2483
129642
2495
80143
5516
54470
7109
3183
100505576
389136
192683
56136
83445
2825
54793
132014
3641
51398
8368
201633
767566
5933
5906
10214
8890
767577
1118
29101
151507
5305
51066
374462
57820
171482
6399
94030
5017
5992
54784
147372
83891
80321
8620
9867
8784
1161
7695
55556
139411
83478
913
23658
79751
112744
79170
29087
56995
23229
55679
23358
692090
144404
55914
3615
1559
10361
6566
10253
133418
6206
84085
23759
84747
50937
343505
9522
81619
122553
440138
1646
54900
55203
55127
84539
10919
84929
255762
3315
83448
613
406
10399
594
9592
100130815
25949
23613
8867
58490
622
1201
51433
3757
257415
860
9121
6418
9862
51592
81037
4718
149428
25855
51616
5463
1638
63946
25758
57587
23648
51298
8089
123624
85444
71
55584
9700
91893
252946
150159
100126356
79849
9992
79675
3600
9877
497049
643803
389634
10071
79165
2729
326342
2246
8634
599
10458
1278
11231
64789
26539
171024
6134
90342
786
6860
55092
1586
150483
339883
3329
444
170062
339290
84458
29789
25852
11124
1804
51257
6503
138639
84279
5379
3190
56658
9583
56673
6591
10243
6284
3397
116984
55149
201895
64682
8906
404785
78995
349196
199974
10548
441669
283576
84618
23001
667
5209
6921
440672
80196
3355
50650
84672
6146
4842
5928
137362
407055
6697
2356
8718
27436
5029
100130451
339123
56165
400120
80179
168507
10580
7341
10155
4988
57512
63943
7965
10955
116092
23119
5229
22901
51634
6130
166647
51538
3853
100287049
6309
284358
349114
10550
57571
163131
51313
6208
27098
201163
442892
8936
945
126549
2859
55204
441869
112479
400673
6664
100134869
54800
100132707
85313
8294
26824
129880
64979
54462
5586
1936
147664
9094
1523
1938
196993
387882
84914
7278
23478
51057
5239
285761
5565
55615
100130264
728118
8751
55633
388428
54873
4671
153572
22873
7283
55212
441452
57154
196415
5819
6235
9865
114821
356
146434
358
100126336
4839
22838
84282
2000
80329
5924
64582
5521
389641
84322
10308
10811
1581
29766
6899
440896
693197
127391
399979
283150
84649
4744
4124
3202
7155
90665
284369
27036
65244
169834
2903
7941
26716
3784
22841
6767
407030
3727
100128979
3050
57692
121599
9666
91694
2268
693139
3897
348808
346157
1164
23309
221468
135948
55423
390061
493911
401321
406971
23181
4162
221037
128366
79763
100313777
9403
27340
55711
3985
5452
128061
27339
347733
377047
3932
9201
841
23598
54504
5701
53840
494323
57515
79874
285205
1201
51050
23125
7917
64066
440934
51428
6638
124930
55973
27036
177
284422
57461
4987
132851
9786
4184
22865
6751
10586
643246
770
81035
22854
728229
1831
1573
85417
1187
25
22927
119016
8480
57462
283232
93627
2852
286122
56122
7080
7976
1385
53836
8446
406904
56154
287015
64064
51571
840
347853
340359
124872
7054
10859
100887750
84504
6419
130106
10087
115827
7142
23268
57222
54587
163486
4629
8624
3267
944
116285
6882
594838
649946
47
2016
120400
55237
283050
9468
2967
91750
9064
64219
6374
126069
252884
3784
8358
10615
442903
440097
391518
7035
54207
23352
200420
145482
113026
2212
728819
26092
100302242
2182
51123
4225
2937
6949
6231
54665
92092
114134
6462
9696
8910
5199
1473
2982
5024
170572
10905
728409
440567
2151
79979
57488
6223
51195
5136
338376
400359
51097
139341
55007
7701
3981
84231
51616
100506486
10961
9061
283303
440603
646168
442421
9258
3150
60680
23412
4986
1933
23788
10204
6799
27094
6001
8092
26585
135935
29948
8452
7850
665
285759
8500
3950
158511
130888
5340
51069
284273
627
91584
386672
2533
3400
219437
10622
127281
55238
116138
55628
5928
341
26873
23164
54763
54998
729096
90141
84705
9819
56164
5903
442899
8853
146183
158427
9785
100507607
10599
317781
84659
2173
3182
83896
391196
2920
54882
1762
6144
1910
6117
27122
255082
1859
92400
645121
340419
5979
1562
55230
27258
6154
9815
653399
5130
5348
79053
9475
10744
283120
125962
1459
100132272
7423
339745
342977
22979
283820
8318
10572
4012
11309
9717
339896
80760
54899
5495
348654
84060
4257
219681
63922
3749
491
8852
84337
132243
133584
91663
4237
644943
3305
6294
5099
1981
2195
162517
1804
445577
84134
100129842
8881
51631
23351
201176
65018
83895
26093
221491
5507
58475
5354
54733
317760
977
202333
84141
389816
29087
55057
54768
5862
219995
11243
55676
115330
100130691
8972
152195
642446
256536
64800
7536
2909
692223
7416
3550
23210
55154
200373
100130705
55862
51667
114770
284276
1730
30846
114801
245711
390010
85509
10648
6288
3933
64897
3437
7982
5030
49
51741
83759
8563
3985
23063
26286
26047
57213
26354
8862
79573
693199
100302280
2869
100302239
4135
84962
253725
340544
9366
285419
219487
441151
8991
9663
29954
11001
80324
9046
406933
25906
50804
6711
223075
140883
55256
6757
90506
55630
3223
127943
8509
1358
54587
51121
442028
10013
23177
55789
57805
84231
8897
344838
83886
83548
3661
22807
11250
1119
10863
348654
1592
4147
9774
6659
496
6164
11051
23591
116135
55554
55707
403278
1469
440225
5696
340146
147081
374491
54103
55068
1302
4939
29088
8943
57292
8320
55967
1525
728464
221981
285966
2321
401431
966
2257
126549
128954
79078
168741
54039
79870
5033
92369
26802
23057
392255
492
219447
201229
6374
728643
4671
1662
55337
773
114026
901
51111
898
571
122945
649395
5138
4481
10922
6663
100129831
152503
3479
527
219670
203228
6470
8850
404672
2823
3081
1890
29922
80227
85004
340260
388692
58524
4036
5204
55186
24144
317719
54072
84701
274
1262
8974
79664
56109
161931
55743
4775
130026
338
51011
7033
10531
55510
84433
80194
23349
4682
6339
6636
4745
3269
64901
10147
6774
84684
4838
5423
10061
26133
56146
27087
8674
283150
728658
50854
827
643387
254827
54436
8932
26220
766
55615
29071
7205
8641
794
125476
51027
1455
7982
5310
341116
333
2949
9892
100129271
164832
775
79865
64284
732
5446
199990
8505
3782
9525
441376
57142
196383
90668
1411
3176
8542
9534
64081
6232
140890
441317
5825
4780
442912
3026
25794
60491
254394
11033
6631
246126
828
57180
93556
54165
54788
6144
5993
9166
11069
100129716
6606
10568
340784
6868
7167
126068
5229
246705
9013
140738
121260
6314
83989
10106
23566
2903
11011
9631
27445
54738
399473
116068
51057
1295
406992
151888
51327
10642
6751
26212
1915
54549
56651
3856
10242
5047
51253
11097
96764
3297
377007
55584
5425
26268
100130967
285605
998
11015
81854
5567
5983
860
11332
55622
80020
2775
4618
9689
79187
100129250
1186
79647
27158
9156
5208
6128
80183
79767
9734
10963
10282
100507670
391013
558
9389
3688
54069
9053
401093
162967
26330
22955
100302149
83700
8468
11340
5591
55885
3149
122622
10326
57020
9926
54953
55168
57551
724024
147111
7637
6038
1488
128853
57763
641977
8339
439957
147699
10199
58515
84984
26263
83869
85474
28990
25928
11202
221074
3181
79836
54931
10797
23469
64087
716
648570
51667
84515
84133
3099
974
403257
5046
2918
54453
677801
406985
51257
81706
10458
1479
6539
55973
7293
83593
1814
7754
63939
317781
80975
1850
51126
23626
8848
55759
9749
3175
11155
2177
84188
6041
5814
442909
23274
285598
7762
5364
9564
643641
2335
4905
23335
55827
23304
6942
2239
81689
644150
100462977
221092
56969
55145
100131094
4299
23111
57393
1235
4938
23369
646074
170591
608
100126341
2669
9293
56928
161247
7504
5435
79159
10578
4185
58510
3177
10595
3884
9110
220972
127068
92822
862
317762
1896
387103
5018
10451
80319
6687
546
10520
5108
11153
368
55278
23150
113622
113235
574501
170689
1915
644538
145173
27199
23053
5230
100130827
8815
139081
200958
151354
319103
114044
390539
23767
6604
50839
653075
84651
51208
198437
54884
9455
834
6733
10641
117156
6660
51232
131583
644714
9802
25861
100287898
5729
2161
10477
444882
83851
79823
402665
80736
196528
126328
1112
729648
4534
79696
50863
2280
441455
100128542
5132
647174
692233
79035
28511
689
89766
22986
1361
442132
23780
4914
158234
5527
388327
29774
51400
26995
5218
10975
23008
317701
340206
5567
291
574029
81624
375295
538
7096
10899
29034
388948
256471
9063
374899
23621
9616
29969
2028
80737
80381
3560
4633
254158
23648
85363
57456
3146
8989
919
5048
100132781
26088
6176
4684
83953
9659
9068
9567
23355
7267
3737
100127983
389903
7156
285220
23371
25890
51136
81627
4430
79948
285527
51236
5354
693125
1213
26985
433
29072
10845
79094
159
23007
9969
51366
55282
10569
201516
56171
10200
28514
389362
114900
340120
9142
84612
55760
5874
9807
2664
80233
8324
246778
5585
84519
51271
285641
161436
347731
5670
140258
10602
55066
85007
124512
54621
56954
29074
80243
387890
653061
1286
223117
342125
2317
23521
54431
340745
79804
10238
84935
51455
55632
441054
441951
4063
23400
30
283933
51283
27152
63906
11034
64849
3891
150726
6210
2176
7766
7324
23046
80150
3107
65981
79166
127845
275
51375
3899
5698
4092
1785
3190
613227
25807
79807
23291
83706
25816
8174
285492
127247
51170
8287
25787
6335
1915
283491
6328
54801
29881
10678
150159
693121
442421
6134
64772
7078
