jejunum.DE.entrez
2668
401149
399473
9045
266977
732253
80343
201895
1910
6309
2585
9354
5064
84669
23054
6160
732275
84636
100128059
138882
100313841
86
442898
84460
4957
9890
1659
118432
1958
1719
22984
5463
2494
29058
11259
53947
64816
85389
55230
245939
5494
79149
25794
348378
54059
29931
54520
1183
56936
51081
399664
100130827
4118
26022
5866
138151
6702
2537
10776
64577
255101
59084
54882
729609
23314
144811
148753
9908
112724
2925
140612
5157
5888
128
100130992
64949
10578
80127
63827
79630
79691
83953
51716
840
1854
80215
29101
152015
649946
909
25949
9201
284618
100507632
84310
84675
5291
389903
54659
84727
2931
768217
409
58533
100049587
10234
6902
90678
6638
8455
284395
3460
2752
346606
389161
83861
10223
4012
5034
154754
8908
84688
574511
51522
5786
728294
161247
80179
6833
3033
79612
91833
54439
132158
368
2775
390190
9716
29968
3209
5753
100133941
7169
26333
643664
328
50856
5478
10890
5129
2040
646625
2030
91748
51537
282618
10324
389827
767577
2358
1717
10153
6330
401994
138046
26149
6660
8795
114327
693125
571
259292
1869
391013
25875
23593
2787
6821
150483
10158
9581
4036
100033439
641977
5132
122769
26054
54926
4296
11309
3190
9774
4843
23592
10076
5029
25817
2534
157285
57587
7177
24149
55803
64682
144165
3183
331
54069
8841
6122
100128640
644936
79857
6187
9587
4090
23770
9826
55811
677811
150159
9992
27330
26246
26289
158835
3916
441521
442132
80150
50484
653399
54443
91646
133690
1588
83548
6620
408263
11085
27094
344805
27430
53358
2528
23729
2551
445582
167153
1646
122509
10572
378884
10859
2067
9753
4931
7292
85417
2954
3231
10312
10210
10207
440672
79315
5579
1192
5623
10637
344022
100124541
151242
257415
1060
51205
6599
10399
402481
57159
22979
440508
6236
54331
223117
143689
55680
100302246
2799
57171
84529
440704
4012
26520
9389
91179
220972
56886
6134
618
9474
26027
100113391
1155
4204
150568
57473
200030
260436
253832
79170
158046
54577
79635
84058
6767
3981
5106
84153
291
6235
10266
203245
81623
8324
100507607
84327
55288
56913
338599
441933
6720
8301
10361
266
30813
80152
7203
55809
5590
285527
5594
150000
9325
375607
93487
22843
71
27065
3275
51313
83943
117145
5947
147947
7341
10481
947
5239
30012
411
2904
100313780
440138
664614
4257
116931
55244
1580
23074
390326
441089
2720
23219
7010
2823
6094
79315
442899
125
10002
9584
55322
389376
83932
22904
10963
54768
8787
56098
8733
8022
10474
6519
25938
161357
6139
10863
64146
51555
284161
247
9303
222698
23155
8936
8788
51728
401149
64403
8379
92304
472
5429
54993
54663
5598
5898
3157
3000
23133
51236
32
100302239
65268
10068
90333
641455
692233
346007
284365
9877
8543
7746
55211
100113382
9807
3150
6050
26747
2821
401442
8509
23284
7473
3269
400735
219770
400961
202134
55695
221421
81794
9064
55999
389336
11189
26819
1581
200765
84709
157680
1185
3326
84717
84525
4147
116039
349565
23164
284076
57142
23187
57154
1490
23037
1523
389677
1588
646999
79989
51018
399473
100302251
406890
286187
115290
84248
27068
115908
10250
81628
84456
566
6477
9407
284369
3013
22824
256979
10605
7453
57526
2247
51134
149986
643669
84448
79603
1584
693155
55146
5310
84133
163255
3480
3445
402665
5696
79290
6827
441251
90506
29946
349114
255394
6520
692076
55755
6128
6741
79675
6601
54998
5197
7367
84307
414318
143241
283860
102724631
91445
54581
23331
644538
1368
81929
63940
339896
100132707
158067
23371
54545
85013
320
83540
162461
91522
81851
139231
6155
10804
5379
58490
283652
6129
7812
55275
644997
3109
152573
100313923
64284
29894
338761
3315
79095
54967
9021
693139
23648
222236
10159
64781
10744
54952
3458
4023
81689
80705
29948
339263
11074
80319
118461
399940
10313
143244
63967
79616
55066
6659
6619
6059
7278
113278
283150
79913
3899
64595
388394
440021
84128
401172
10152
9592
5452
643714
9569
3557
1948
25870
57129
10881
84063
154075
55187
124801
91057
8528
677806
3985
9848
285220
202243
5662
91750
528
84140
149175
5981
3950
79727
285205
30000
283651
57198
284459
400673
57710
11278
1213
54622
84141
360203
113178
55212
254427
10877
25987
92400
9139
100131390
4629
92170
386653
57456
29957
4905
10776
5613
54816
201163
100008588
26211
9632
246181
51188
387521
400451
11186
259289
26330
1796
4058
3769
22986
100505495
100130015
64925
23
219681
2770
2215
2695
56674
57497
402135
54663
